Customer ID,Age,Age Group,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Impulse Item,Accessory,Extended Warranty,Add-on Total
1038,56,55-64,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,8/17/24,Express,"Accessory,Extended Warranty",0,1,1,47.94
1038,56,55-64,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,9/23/24,Overnight,"Extended Warranty,Accessory",0,1,1,26.01
1039,53,45-54,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,8/31/24,Standard,None,0,0,0,0
1040,45,45-54,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,10/16/23,Standard,"Accessory,Extended Warranty,Extended Warranty",0,1,2,92.79
1042,65,65-74,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,6/26/24,Overnight,"Impulse Item,Impulse Item",2,0,0,53.02
1042,65,65-74,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,7/16/24,Overnight,"Impulse Item,Accessory,Extended Warranty",1,1,1,111.25
1043,76,75-80,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,3/5/24,Overnight,None,0,0,0,0
1047,73,65-74,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,12/11/23,Express,"Accessory,Impulse Item",1,1,0,63.23
1048,67,65-74,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,10/28/23,Express,None,0,0,0,0
1049,50,45-54,Female,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,6/25/24,Standard,"Accessory,Impulse Item,Accessory",1,2,0,86.36
1052,72,65-74,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,8/3/24,Standard,Accessory,0,1,0,45.46
1053,79,75-80,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,12/20/23,Standard,"Impulse Item,Impulse Item,Accessory",2,1,0,88.3
1054,30,25-34,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,5/8/24,Standard,"Impulse Item,Extended Warranty,Impulse Item",2,0,1,79.9
1056,24,18-24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,4/27/24,Overnight,"Accessory,Extended Warranty",0,1,1,41.24
1057,71,65-74,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,10/22/23,Express,None,0,0,0,0
1057,71,65-74,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,3/28/24,Express,"Extended Warranty,Accessory,Impulse Item",1,1,1,116.77
1058,21,18-24,Female,No,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,6/12/24,Overnight,"Impulse Item,Accessory,Accessory",1,2,0,92.57
1058,21,18-24,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,7/8/24,Express,None,0,0,0,0
1059,37,35-44,Male,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2/22/24,Overnight,"Extended Warranty,Extended Warranty",0,0,2,66.17
1059,37,35-44,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,6/27/24,Express,Extended Warranty,0,0,1,5.52
1060,72,65-74,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,9/28/23,Standard,"Accessory,Impulse Item,Extended Warranty",1,1,1,52.01
1060,72,65-74,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,12/7/23,Overnight,Impulse Item,1,0,0,31.89
1060,72,65-74,Male,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,1/29/24,Overnight,Impulse Item,1,0,0,49.59
1061,56,55-64,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,10/25/23,Standard,Impulse Item,1,0,0,14.49
1061,56,55-64,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,5/21/24,Express,"Impulse Item,Accessory",1,1,0,83.41
1062,62,55-64,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,3/23/24,Standard,"Impulse Item,Extended Warranty",1,0,1,26.24
1063,64,55-64,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,4/25/24,Standard,None,0,0,0,0
1063,64,55-64,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,2373.57,791.19,3,7/8/24,Express,Extended Warranty,0,0,1,6.47
1066,44,35-44,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2/28/24,Standard,"Accessory,Extended Warranty,Impulse Item",1,1,1,43.16
1066,44,35-44,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,7/13/24,Overnight,"Extended Warranty,Impulse Item",1,0,1,40.68
1067,49,45-54,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1729.21,247.03,7,10/17/23,Standard,None,0,0,0,0
1067,49,45-54,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,12/30/23,Standard,"Impulse Item,Accessory,Impulse Item",2,1,0,81.55
1069,27,25-34,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,5/21/24,Standard,"Accessory,Extended Warranty",0,1,1,96.61
1070,30,25-34,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,11/29/23,Standard,Extended Warranty,0,0,1,6.3
1071,54,45-54,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,6/17/24,Overnight,None,0,0,0,0
1073,46,45-54,Female,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,7/11/24,Standard,Accessory,0,1,0,8.66
1073,46,45-54,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,9/12/24,Express,Extended Warranty,0,0,1,46.38
1074,58,55-64,Male,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,11/6/23,Standard,"Accessory,Impulse Item",1,1,0,58.95
1077,26,25-34,Male,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,12/26/23,Express,Extended Warranty,0,0,1,12.28
1077,26,25-34,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,5/14/24,Overnight,"Impulse Item,Accessory",1,1,0,12.86
1079,64,55-64,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,10/24/23,Standard,Impulse Item,1,0,0,25.61
1079,64,55-64,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,9/12/24,Overnight,Impulse Item,1,0,0,8.16
1079,64,55-64,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,9/15/24,Overnight,"Extended Warranty,Accessory,Extended Warranty",0,1,2,101.06
1080,55,55-64,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,1/3/24,Standard,None,0,0,0,0
1080,55,55-64,Female,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,8/18/24,Express,Impulse Item,1,0,0,16.65
1083,24,18-24,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,7/29/24,Overnight,None,0,0,0,0
1085,74,65-74,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,10/11/23,Express,"Impulse Item,Impulse Item,Extended Warranty",2,0,1,91.36
1085,74,65-74,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,5/2/24,Overnight,Extended Warranty,0,0,1,10.04
1086,76,75-80,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,7/1/24,Overnight,Accessory,0,1,0,25.72
1089,45,45-54,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,8/9/24,Express,None,0,0,0,0
1090,31,25-34,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,5/4/24,Express,Extended Warranty,0,0,1,22.88
1091,22,18-24,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,1689.66,844.83,2,3/22/24,Express,"Impulse Item,Extended Warranty",1,0,1,14.52
1093,56,55-64,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,4/27/24,Express,Impulse Item,1,0,0,29.11
1094,65,65-74,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,20.75,20.75,1,5/7/24,Overnight,None,0,0,0,0
1096,20,18-24,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,12/13/23,Standard,Accessory,0,1,0,27.89
1096,20,18-24,Female,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,5/15/24,Overnight,"Extended Warranty,Extended Warranty",0,0,2,85.32
1097,19,18-24,Male,No,Tablet,SKU1002,3,Completed,Paypal,988.12,247.03,4,3/25/24,Express,"Accessory,Accessory",0,2,0,51.12
1099,68,65-74,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,10/9/23,Standard,"Impulse Item,Extended Warranty,Impulse Item",2,0,1,100.12
1099,68,65-74,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,5/31/24,Overnight,None,0,0,0,0
1100,63,55-64,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2/29/24,Express,Extended Warranty,0,0,1,35.79
1100,63,55-64,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,5/19/24,Overnight,"Impulse Item,Impulse Item,Extended Warranty",2,0,1,48.78
1101,33,25-34,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,10/9/23,Standard,"Accessory,Accessory",0,2,0,88.38
1101,33,25-34,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,10/25/23,Overnight,Impulse Item,1,0,0,32.35
1101,33,25-34,Female,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,5/23/24,Overnight,"Impulse Item,Extended Warranty,Impulse Item",2,0,1,125.35
1101,33,25-34,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,7/23/24,Express,"Impulse Item,Accessory",1,1,0,77.61
1102,55,55-64,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166,20.75,8,8/6/24,Express,None,0,0,0,0
1105,42,35-44,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,9/20/24,Overnight,"Impulse Item,Accessory,Extended Warranty",1,1,1,102
1109,37,35-44,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,1855.84,463.96,4,3/25/24,Overnight,"Accessory,Impulse Item,Accessory",1,2,0,104.93
1109,37,35-44,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,7/13/24,Overnight,Accessory,0,1,0,42.66
1110,76,75-80,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,7/11/24,Express,None,0,0,0,0
1112,58,55-64,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,2/15/24,Overnight,"Accessory,Accessory",0,2,0,63.79
1112,58,55-64,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,6/19/24,Express,"Extended Warranty,Extended Warranty",0,0,2,48.57
1114,25,25-34,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,1/31/24,Overnight,"Impulse Item,Extended Warranty,Extended Warranty",1,0,2,71.97
1115,31,25-34,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,12/30/23,Overnight,"Impulse Item,Accessory",1,1,0,53.95
1115,31,25-34,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,6/4/24,Overnight,None,0,0,0,0
1115,31,25-34,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,9/10/24,Standard,None,0,0,0,0
1116,55,55-64,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,1/10/24,Overnight,Extended Warranty,0,0,1,15.85
1116,55,55-64,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,5/20/24,Express,None,0,0,0,0
1117,34,25-34,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,3/6/24,Overnight,"Impulse Item,Accessory",1,1,0,48.25
1119,24,18-24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,1/12/24,Standard,"Accessory,Impulse Item",1,1,0,65.34
1120,40,35-44,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,12/13/23,Express,Extended Warranty,0,0,1,48.52
1120,40,35-44,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,2/25/24,Express,None,0,0,0,0
1122,69,65-74,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,9/15/24,Express,None,0,0,0,0
1123,79,75-80,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,4/9/24,Overnight,"Extended Warranty,Accessory",0,1,1,54.15
1123,79,75-80,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,8/12/24,Standard,Accessory,0,1,0,5.86
1124,24,18-24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2/12/24,Overnight,None,0,0,0,0
1124,24,18-24,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2/26/24,Standard,"Extended Warranty,Accessory,Extended Warranty",0,1,2,85.04
1124,24,18-24,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,9/5/24,Overnight,"Impulse Item,Extended Warranty,Impulse Item",2,0,1,104.82
1125,46,45-54,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,1/8/24,Express,None,0,0,0,0
1125,46,45-54,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,8/24/24,Standard,"Impulse Item,Impulse Item,Accessory",2,1,0,67.21
1127,80,75-80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,12/6/23,Express,"Impulse Item,Impulse Item",2,0,0,65.02
1127,80,75-80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166,20.75,8,3/22/24,Express,"Extended Warranty,Accessory,Accessory",0,2,1,63.03
1129,36,35-44,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,12/9/23,Overnight,None,0,0,0,0
1130,75,75-80,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,11/4/23,Express,"Impulse Item,Extended Warranty",1,0,1,46.92
1132,18,18-24,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,5/2/24,Standard,"Extended Warranty,Extended Warranty",0,0,2,48.93
1133,25,25-34,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,3/27/24,Express,Accessory,0,1,0,39.14
1133,25,25-34,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,7/6/24,Standard,"Extended Warranty,Extended Warranty,Impulse Item",1,0,2,81.34
1134,23,18-24,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,12/1/23,Express,"Extended Warranty,Impulse Item",1,0,1,68.66
1134,23,18-24,Male,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,12/22/23,Overnight,"Impulse Item,Extended Warranty",1,0,1,43.76
1134,23,18-24,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,6/10/24,Express,"Extended Warranty,Extended Warranty,Extended Warranty",0,0,3,102.64
1134,23,18-24,Male,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,7/22/24,Standard,None,0,0,0,0
1136,20,18-24,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,12/14/23,Overnight,Accessory,0,1,0,41.06
1139,56,55-64,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,6329.52,791.19,8,9/21/24,Overnight,"Extended Warranty,Extended Warranty,Accessory",0,1,2,46.71
1141,61,55-64,Male,No,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,12/2/23,Express,Extended Warranty,0,0,1,11.92
1141,61,55-64,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,12/30/23,Standard,Impulse Item,1,0,0,42.12
1141,61,55-64,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,4/14/24,Standard,"Impulse Item,Extended Warranty",1,0,1,60.23
1142,63,55-64,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,10/26/23,Standard,Accessory,0,1,0,33.15
1143,27,25-34,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,12/6/23,Express,None,0,0,0,0
1144,42,35-44,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2/26/24,Overnight,"Extended Warranty,Accessory",0,1,1,89.92
1145,75,75-80,Female,No,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,1/19/24,Overnight,Extended Warranty,0,0,1,16.42
1145,75,75-80,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,5/23/24,Express,Extended Warranty,0,0,1,23.28
1145,75,75-80,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,9/13/24,Express,Extended Warranty,0,0,1,12
1147,24,18-24,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,7/19/24,Overnight,"Impulse Item,Accessory,Accessory",1,2,0,85.51
1148,77,75-80,Female,Yes,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,3/5/24,Standard,None,0,0,0,0
1148,77,75-80,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,3/14/24,Standard,None,0,0,0,0
1148,77,75-80,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,8/17/24,Standard,"Impulse Item,Impulse Item,Extended Warranty",2,0,1,102.68
1149,60,55-64,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,10/30/23,Overnight,"Extended Warranty,Accessory,Impulse Item",1,1,1,46.83
1149,60,55-64,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,103.75,20.75,5,7/6/24,Express,Impulse Item,1,0,0,35.49
1149,60,55-64,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,83,20.75,4,8/11/24,Express,"Accessory,Extended Warranty,Accessory",0,2,1,90.09
1150,21,18-24,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,3/16/24,Express,Accessory,0,1,0,35.65
1151,19,18-24,Female,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,4/10/24,Express,"Impulse Item,Impulse Item",2,0,0,76.73
1151,19,18-24,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,166,20.75,8,7/18/24,Express,None,0,0,0,0
1152,45,45-54,Female,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2/10/24,Express,"Impulse Item,Impulse Item,Accessory",2,1,0,66.83
1154,70,65-74,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,9/9/24,Overnight,None,0,0,0,0
1155,29,25-34,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,3/17/24,Express,"Impulse Item,Accessory,Extended Warranty",1,1,1,72.69
1155,29,25-34,Male,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,5/22/24,Express,Extended Warranty,0,0,1,14.41
1160,22,18-24,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,83,20.75,4,9/4/24,Express,"Impulse Item,Extended Warranty",1,0,1,57.28
1162,20,18-24,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,8/2/24,Overnight,"Impulse Item,Impulse Item",2,0,0,57.06
1167,66,65-74,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,12/5/23,Express,"Impulse Item,Accessory",1,1,0,61.43
1168,54,45-54,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,10/27/23,Overnight,None,0,0,0,0
1169,57,55-64,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,5538.33,791.19,7,10/3/23,Overnight,None,0,0,0,0
1169,57,55-64,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,5/23/24,Overnight,"Impulse Item,Accessory",1,1,0,54.39
